Группа,Преподаватель,Подгруппа,Дисциплина,Кабинет,Время,Дата
ПП26-22,Малушкин А.В.,1,ОП.01 Основы информационных технологий,,12.10-12.55 13.05-13.50,01.09.2026
СС25-3,Вахрамеева С.Н.,1,ПД.03 Физика,,14.00-14.45 14.55-15.40,01.09.2026
СС25-3,Бурундуков Е.В.,1,БД.10 Биология,,16.00-16.45 17.05-17.50,01.09.2026
СС26-4,Машер В.В.,1,ПОО.02 Введение в специальность,,18.00-18.45 18.55-19.40,01.09.2026
СС26-4,Еськова И.П.,1,ПД.01 Математика,,14.00-14.45 14.55-15.40,01.09.2026
СС26-4,Седякина Д.Ю.,1,БД.06 Иностранный язык,,16.00-16.45 17.05-17.50,01.09.2026
ТОд23-1,Григораш С.В.,1,МДК.03.04 Производственное оборудование,,18.00-18.45 18.55-19.40,01.09.2026
ТОд23-1,Пилипук В.А.,1,МДК.03.02 Организация работ по модернизации автотранспортных средств,,14.00-14.45 14.55-15.40,01.09.2026
ТОд23-1,Полякова М.В.,1,ОГСЭ.03 Иностранный язык в профессиональной деятельности,,16.00-16.45 17.05-17.50,01.09.2026
Э25-6,Зылёв А.Д.,1,ПД.03 Информатика,,18.00-18.45 18.55-19.40,01.09.2026
Э25-6,Дьячкова Е.Р.,1,ОП.07 Основы управленческого учета,,14.00-14.45 14.55-15.40,01.09.2026
Э25-6,Дьячкова Е.Р.,1,МДК.01.01 Практические основы бухгалтерского учета активов организации и источников их формирования,,16.00-16.45 17.05-17.50,01.09.2026
ЭСХ23-4,Бурундуков Е.В.,1,ОП.18 Основы законодательства в сфере дорожного движения,,14.00-14.45 14.55-15.40,01.09.2026
ЭСХ23-4,Пилипук В.А.,1,"МДК.04.01 Устройство и техническое обслуживание транспортных средств категории ""BC"" как объектов управления",,16.00-16.45 17.05-17.50,01.09.2026
ЭСХ25-5,Кузнецов Н.В.,1,МДК.01.02 Подготовка тракторов и сельскохозяйственных машин и механизмов к работе.,,14.00-14.45 14.55-15.40,01.09.2026
ЭСХ25-5,Кузнецов Н.В.,1,МДК.01.02 Подготовка тракторов и сельскохозяйственных машин и механизмов к работе.,,16.00-16.45 17.05-17.50,01.09.2026
2367,Мещерякова Д.М.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""", ,8.00-8.45 8.55-9.40,01.09.2026
2367,Улыбина Н.Г.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,8.00-8.45 8.55-9.40,01.09.2026
2367,Мещерякова Д.М.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""", ,10.00-10.45 11.05-11.50,01.09.2026
2367,Улыбина Н.Г.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,10.00-10.45 11.05-11.50,01.09.2026
2367,Мещерякова Д.М.,1,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""", ,12.10-12.55 13.05-13.50,01.09.2026
2367,Улыбина Н.Г.,2,"УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""",118,12.10-12.55 13.05-13.50,01.09.2026
2577,Коробова Ю.А.,1,"ОП.04 Основы бизнеса, коммуникаций и финансовой грамотности",,8.00-8.45 8.55-9.40,01.09.2026
2577,Романовская Е.В.,1,ОДБ.04 Обществознание (включая экономику и право),,10.00-10.45 11.05-11.50,01.09.2026
2577,Абакумов А.В.,1,МДК.01.01 Технология каменных работ,,12.10-12.55 13.05-13.50,01.09.2026
2578,Шмелёва А.В.,1,ОДП.11 Математика,,8.00-8.45 8.55-9.40,01.09.2026
2578,Деньгуб А.А.,1,ОП.02 Информационные технологии,,10.00-10.45 11.05-11.50,01.09.2026
2578,Деньгуб А.А.,1,ОП.02 Информационные технологии,,12.10-12.55 13.05-13.50,01.09.2026
2579,Вахрамеева С.Н.,1,ОДП.13 Физика,,8.00-8.45 8.55-9.40,01.09.2026
2579,Панфилова О.Л.,1,ОДБ.02 Литература,,10.00-10.45 11.05-11.50,01.09.2026
2579,Бурундуков Е.В.,1,ОДБ.10 Биология,,12.10-12.55 13.05-13.50,01.09.2026
2580,Вахрамеева С.Н.,1,ОДП.13 Физика,,10.00-10.45 11.05-11.50,01.09.2026
2580,Вахрамеева С.Н.,1,ОДП.13 Физика,,12.10-12.55 13.05-13.50,01.09.2026
2581,Азиатцев Е.С.,1,"УП.01.01 Учебная практика ""Выполнение работ по ремонту и наладке сельскохозяйственных машин и оборудования""",№11 гараж,8.00-8.45 8.55-9.40,01.09.2026
2581,Зуев Н.А.,2,"УП.01.01 Учебная практика ""Выполнение работ по ремонту и наладке сельскохозяйственных машин и оборудования""", ,8.00-8.45 8.55-9.40,01.09.2026
